date,product,price,prev_price,price_change,moving_avg,alert,trend,avg_trend,forecast_3days,forecast_alert
2024-03-03,rice,22.16,22.14,0.0009033423667569817,21.252857142857142,📈 Uptrend,0.019999999999999574,0.7240000000000002,24.332,⚠️ المتوقع ارتفاع
2024-03-04,rice,22.32,22.16,0.007220216606498201,21.84857142857143,📈 Uptrend,0.16000000000000014,-0.11599999999999966,21.972,✅ مستقر
2024-03-05,rice,21.92,22.32,-0.017921146953404955,22.33142857142857,✅ Stable,-0.3999999999999986,-0.09399999999999978,21.638,✅ مستقر
2024-03-06,rice,21.98,21.92,0.0027372262773722044,22.2,✅ Stable,0.05999999999999872,-0.1019999999999996,21.674000000000003,✅ مستقر
2024-03-07,rice,22.01,21.98,0.0013648771610555567,22.145714285714288,✅ Stable,0.030000000000001137,-0.0259999999999998,21.932000000000002,✅ مستقر
2024-03-08,rice,22.2,22.01,0.008632439800090763,22.104285714285712,📈 Uptrend,0.18999999999999773,0.00799999999999983,22.224,✅ مستقر
2024-03-09,rice,21.99,22.2,-0.009459459459459498,22.082857142857144,✅ Stable,-0.21000000000000085,-0.06600000000000036,21.791999999999998,✅ مستقر
2024-03-10,rice,21.51,21.99,-0.021828103683492354,21.990000000000002,✅ Stable,-0.4799999999999969,-0.08200000000000003,21.264000000000003,✅ مستقر
2024-03-11,rice,19.22,21.51,-0.10646211064621118,21.547142857142855,✅ Stable,-2.2900000000000027,-0.5520000000000003,17.563999999999997,✅ مستقر
2024-03-12,rice,19.86,19.22,0.033298647242455806,21.252857142857145,✅ Stable,0.6400000000000006,-0.43000000000000044,18.569999999999997,✅ مستقر
2024-03-13,rice,20.81,19.86,0.047834843907351425,21.085714285714285,✅ Stable,0.9499999999999993,-0.27800000000000014,19.976,✅ مستقر
2024-03-14,rice,20.53,20.81,-0.01345506967803929,20.874285714285715,✅ Stable,-0.2799999999999976,-0.2919999999999995,19.654000000000003,✅ مستقر
2024-03-15,rice,25.89,20.53,0.26108134437408664,21.40142857142857,🚨 Strong Increase,5.359999999999999,0.8759999999999998,28.518,⚠️ المتوقع ارتفاع
2024-03-16,rice,26.01,25.89,0.00463499420625728,21.975714285714286,📈 Uptrend,0.120000000000001,1.3580000000000005,30.084000000000003,🚨 High Risk Increase
2024-03-17,rice,25.96,26.01,-0.001922337562475998,22.611428571428572,📈 Uptrend,-0.05000000000000071,1.2200000000000002,29.62,⚠️ المتوقع ارتفاع
2024-03-18,rice,27.78,25.96,0.07010785824345148,23.834285714285716,⚠️ Increase,1.8200000000000003,1.3940000000000006,31.962000000000003,🚨 High Risk Increase
2024-03-19,rice,27.78,27.78,0.0,24.965714285714284,📈 Uptrend,0.0,1.45,32.13,🚨 High Risk Increase
2024-03-20,rice,27.95,27.78,0.0061195104391648,25.985714285714288,📈 Uptrend,0.16999999999999815,0.41199999999999976,29.186,✅ مستقر
2024-03-21,rice,27.53,27.95,-0.015026833631484729,26.985714285714288,📈 Uptrend,-0.41999999999999815,0.30399999999999994,28.442,✅ مستقر
2024-03-22,rice,27.75,27.53,0.007991282237558985,27.251428571428573,📈 Uptrend,0.21999999999999886,0.3579999999999998,28.823999999999998,✅ مستقر
2024-03-23,rice,27.8,27.75,0.0018018018018018274,27.507142857142856,📈 Uptrend,0.05000000000000071,0.003999999999999915,27.812,✅ مستقر
2024-03-24,rice,27.79,27.8,-0.00035971223021588356,27.76857142857143,📈 Uptrend,-0.010000000000001563,0.001999999999999602,27.796,✅ مستقر
2024-03-25,rice,27.43,27.79,-0.01295430010795248,27.71857142857143,✅ Stable,-0.35999999999999943,-0.10399999999999991,27.118,✅ مستقر
2024-03-26,rice,26.72,27.43,-0.025884068538097004,27.56714285714286,✅ Stable,-0.7100000000000009,-0.16200000000000045,26.233999999999998,✅ مستقر
2024-03-27,rice,26.72,26.72,0.0,27.39142857142857,✅ Stable,0.0,-0.20600000000000024,26.101999999999997,✅ مستقر
2024-03-28,rice,26.51,26.72,-0.007859281437125647,27.245714285714286,✅ Stable,-0.2099999999999973,-0.25799999999999984,25.736,✅ مستقر
2024-03-29,rice,26.85,26.51,0.01282534892493398,27.117142857142856,✅ Stable,0.33999999999999986,-0.18799999999999956,26.286,✅ مستقر
2024-03-30,rice,26.5,26.85,-0.013035381750465602,26.931428571428572,✅ Stable,-0.3500000000000014,-0.18599999999999994,25.942,✅ مستقر
2024-03-31,rice,26.04,26.5,-0.01735849056603777,26.68142857142857,✅ Stable,-0.46000000000000085,-0.13599999999999995,25.631999999999998,✅ مستقر
2024-04-01,rice,25.81,26.04,-0.008832565284178204,26.45,✅ Stable,-0.23000000000000043,-0.18200000000000002,25.264,✅ مستقر
2024-04-02,rice,26.33,25.81,0.020147229755908547,26.39428571428572,✅ Stable,0.5199999999999996,-0.036000000000000656,26.221999999999998,✅ مستقر
2024-04-03,rice,25.74,26.33,-0.022407899734143557,26.254285714285714,✅ Stable,-0.5899999999999999,-0.22200000000000059,25.073999999999998,✅ مستقر
2024-04-04,rice,25.68,25.74,-0.0023310023310022816,26.135714285714283,✅ Stable,-0.05999999999999872,-0.16400000000000006,25.188,✅ مستقر
2024-04-05,rice,26.19,25.68,0.01985981308411221,26.041428571428572,📈 Uptrend,0.5100000000000016,0.030000000000000426,26.28,✅ مستقر
2024-04-06,rice,25.37,26.19,-0.03130966017563957,25.88,✅ Stable,-0.8200000000000003,-0.08799999999999955,25.106,✅ مستقر
2024-04-07,rice,25.51,25.37,0.005518328734726076,25.804285714285715,✅ Stable,0.14000000000000057,-0.16399999999999934,25.018000000000004,✅ مستقر
2024-04-08,rice,25.29,25.51,-0.008624068992552034,25.73,✅ Stable,-0.22000000000000242,-0.08999999999999986,25.02,✅ مستقر
2024-04-09,rice,25.5,25.29,0.008303677342823284,25.611428571428572,✅ Stable,0.21000000000000085,-0.03599999999999994,25.392,✅ مستقر
2024-04-10,rice,26.03,25.5,0.02078431372549024,25.652857142857147,📈 Uptrend,0.5300000000000011,-0.03200000000000003,25.934,✅ مستقر
2024-04-11,rice,26.27,26.03,0.009220130618517034,25.737142857142857,📈 Uptrend,0.23999999999999844,0.17999999999999972,26.81,✅ مستقر
2024-04-12,rice,27.11,26.27,0.03197563760944042,25.868571428571432,📈 Uptrend,0.8399999999999999,0.31999999999999956,28.069999999999997,✅ مستقر
2024-04-13,rice,31.79,27.11,0.17263002582073034,26.785714285714285,🚨 Strong Increase,4.68,1.3,35.69,⚠️ المتوقع ارتفاع
2024-04-14,rice,31.63,31.79,-0.005033029254482547,27.66,📈 Uptrend,-0.16000000000000014,1.2259999999999998,35.308,⚠️ المتوقع ارتفاع
2024-04-15,rice,30.77,31.63,-0.02718937717356938,28.442857142857143,📈 Uptrend,-0.8599999999999994,0.9479999999999997,33.614,⚠️ المتوقع ارتفاع
2024-04-16,rice,30.73,30.77,-0.001299967500812452,29.189999999999998,📈 Uptrend,-0.03999999999999915,0.8920000000000001,33.406,⚠️ المتوقع ارتفاع
2024-04-17,rice,31.01,30.73,0.00911161731207293,29.90142857142857,📈 Uptrend,0.28000000000000114,0.7800000000000005,33.35,⚠️ المتوقع ارتفاع
2024-04-18,rice,30.65,31.01,-0.011609158336020733,30.527142857142856,📈 Uptrend,-0.360000000000003,-0.22800000000000012,29.965999999999998,✅ مستقر
2024-04-19,rice,30.23,30.65,-0.01370309951060353,30.972857142857144,✅ Stable,-0.41999999999999815,-0.2799999999999997,29.39,✅ مستقر
2024-04-20,rice,29.76,30.23,-0.015547469401256992,30.68285714285714,✅ Stable,-0.46999999999999886,-0.2019999999999996,29.154000000000003,✅ مستقر
2024-04-21,rice,30.38,29.76,0.020833333333333245,30.504285714285714,✅ Stable,0.6199999999999974,-0.07000000000000028,30.169999999999998,✅ مستقر
2024-04-22,rice,30.55,30.38,0.005595786701777542,30.472857142857144,📈 Uptrend,0.1700000000000017,-0.09200000000000016,30.274,✅ مستقر
2024-04-23,rice,30.14,30.55,-0.013420621931260233,30.388571428571428,✅ Stable,-0.41000000000000014,-0.1019999999999996,29.834000000000003,✅ مستقر
2024-04-24,rice,29.4,30.14,-0.024552090245520967,30.158571428571427,✅ Stable,-0.740000000000002,-0.16600000000000037,28.901999999999997,✅ مستقر
2024-04-25,rice,28.91,29.4,-0.016666666666666614,29.91,✅ Stable,-0.48999999999999844,-0.1700000000000003,28.4,✅ مستقر
2024-04-26,rice,28.9,28.91,-0.0003459010722933782,29.72,✅ Stable,-0.010000000000001563,-0.2960000000000001,28.011999999999997,✅ مستقر
2024-04-27,rice,28.58,28.9,-0.011072664359861602,29.55142857142857,✅ Stable,-0.3200000000000003,-0.39400000000000046,27.397999999999996,✅ مستقر
2024-04-28,rice,29.4,28.58,0.028691392582225344,29.41142857142857,✅ Stable,0.8200000000000003,-0.1480000000000004,28.955999999999996,✅ مستقر
2024-04-29,rice,29.92,29.4,0.01768707482993208,29.321428571428573,📈 Uptrend,0.5200000000000031,0.10400000000000062,30.232000000000003,✅ مستقر
2024-01-01,sugar,11.97,,,,🔄 No Data,,,11.97,✅ مستقر
2024-01-02,sugar,11.93,11.97,-0.003341687552213945,,✅ Stable,-0.040000000000000924,,11.93,✅ مستقر
2024-01-03,sugar,12.55,11.93,0.05196982397317695,,⚠️ Increase,0.620000000000001,,12.55,✅ مستقر
2024-01-04,sugar,12.94,12.55,0.03107569721115528,,✅ Stable,0.3899999999999988,,12.94,✅ مستقر
2024-01-05,sugar,13.12,12.94,0.013910355486862421,,✅ Stable,0.17999999999999972,,13.12,✅ مستقر
2024-01-06,sugar,13.8,13.12,0.05182926829268304,,⚠️ Increase,0.6800000000000015,0.366,14.898,⚠️ المتوقع ارتفاع
2024-01-07,sugar,13.74,13.8,-0.004347826086956557,12.864285714285714,📈 Uptrend,-0.0600000000000005,0.3620000000000001,14.826,⚠️ المتوقع ارتفاع
2024-01-08,sugar,13.6,13.74,-0.010189228529839925,13.097142857142858,📈 Uptrend,-0.14000000000000057,0.2099999999999998,14.229999999999999,✅ مستقر
2024-01-09,sugar,13.17,13.6,-0.03161764705882351,13.274285714285712,✅ Stable,-0.4299999999999997,0.04600000000000008,13.308,✅ مستقر
2024-01-10,sugar,12.48,13.17,-0.052391799544419096,13.264285714285714,✅ Stable,-0.6899999999999995,-0.12799999999999975,12.096000000000002,✅ مستقر
2024-01-11,sugar,12.57,12.48,0.00721153846153845,13.211428571428572,✅ Stable,0.08999999999999986,-0.24600000000000008,11.832,✅ مستقر
2024-01-12,sugar,12.08,12.57,-0.03898170246618936,13.062857142857142,✅ Stable,-0.4900000000000002,-0.332,11.084,✅ مستقر
2024-01-13,sugar,12.44,12.08,0.029801324503311213,12.868571428571428,✅ Stable,0.35999999999999943,-0.23200000000000004,11.744,✅ مستقر
2024-01-14,sugar,12.17,12.44,-0.02170418006430865,12.644285714285715,✅ Stable,-0.2699999999999996,-0.2,11.57,✅ مستقر
2024-01-15,sugar,12.45,12.17,0.023007395234182364,12.48,✅ Stable,0.27999999999999936,-0.006000000000000227,12.431999999999999,✅ مستقر
2024-01-16,sugar,13.17,12.45,0.057831325301204876,12.479999999999999,⚠️ Increase,0.7200000000000006,0.11999999999999993,13.53,✅ مستقر
2024-01-17,sugar,13.96,13.17,0.05998481397114661,12.691428571428572,⚠️ Increase,0.7900000000000009,0.37600000000000017,15.088000000000001,⚠️ المتوقع ارتفاع
2024-01-18,sugar,13.82,13.96,-0.01002865329512898,12.870000000000001,📈 Uptrend,-0.14000000000000057,0.27600000000000013,14.648000000000001,✅ مستقر
2024-01-19,sugar,13.48,13.82,-0.024602026049204043,13.069999999999999,📈 Uptrend,-0.33999999999999986,0.2620000000000001,14.266,✅ مستقر
2024-01-20,sugar,12.6,13.48,-0.06528189910979235,13.092857142857143,✅ Stable,-0.8800000000000008,0.030000000000000072,12.69,✅ مستقر
2024-01-21,sugar,12.75,12.6,0.011904761904761934,13.175714285714287,✅ Stable,0.15000000000000036,-0.08399999999999999,12.498,✅ مستقر
2024-01-22,sugar,11.78,12.75,-0.07607843137254906,13.08,✅ Stable,-0.9700000000000006,-0.4360000000000003,10.471999999999998,📉 المتوقع انخفاض
2024-01-23,sugar,11.58,11.78,-0.016977928692699432,12.852857142857145,✅ Stable,-0.1999999999999993,-0.44800000000000006,10.236,📉 المتوقع انخفاض
2024-01-24,sugar,12.22,11.58,0.055267702936096764,12.604285714285714,⚠️ Increase,0.6400000000000006,-0.25199999999999995,11.464,✅ مستقر
2024-01-25,sugar,13.02,12.22,0.06546644844517176,12.489999999999998,⚠️ Increase,0.7999999999999989,0.08399999999999999,13.272,✅ مستقر
2024-01-26,sugar,13.07,13.02,0.0038402457757297013,12.431428571428572,📈 Uptrend,0.05000000000000071,0.06400000000000006,13.262,✅ مستقر
2024-01-27,sugar,13.32,13.07,0.019127773527161437,12.534285714285714,📈 Uptrend,0.25,0.30800000000000016,14.244000000000002,✅ مستقر
2024-01-28,sugar,13.5,13.32,0.013513513513513492,12.641428571428571,📈 Uptrend,0.17999999999999972,0.384,14.652000000000001,⚠️ المتوقع ارتفاع
2024-01-29,sugar,14.22,13.5,0.05333333333333338,12.99,⚠️ Increase,0.7200000000000006,0.4,15.420000000000002,⚠️ المتوقع ارتفاع
2024-01-30,sugar,13.62,14.22,-0.042194092827004315,13.281428571428572,📈 Uptrend,-0.6000000000000014,0.11999999999999993,13.979999999999999,✅ مستقر
2024-01-31,sugar,13.14,13.62,-0.035242290748898585,13.412857142857144,✅ Stable,-0.47999999999999865,0.014000000000000058,13.182,✅ مستقر
2024-02-01,sugar,12.62,13.14,-0.039573820395738306,13.355714285714285,✅ Stable,-0.5200000000000014,-0.1400000000000002,12.2,✅ مستقر
2024-02-02,sugar,11.93,12.62,-0.05467511885895401,13.192857142857141,✅ Stable,-0.6899999999999995,-0.31400000000000006,10.988,✅ مستقر
2024-02-03,sugar,11.69,11.93,-0.02011735121542332,12.959999999999999,✅ Stable,-0.2400000000000002,-0.5060000000000002,10.171999999999999,📉 المتوقع انخفاض
2024-02-04,sugar,11.25,11.69,-0.037639007698887894,12.638571428571428,✅ Stable,-0.4399999999999995,-0.47399999999999987,9.828,📉 المتوقع انخفاض
2024-02-05,sugar,11.93,11.25,0.06044444444444442,12.311428571428573,⚠️ Increase,0.6799999999999997,-0.24200000000000016,11.203999999999999,✅ مستقر
2024-02-06,sugar,11.53,11.93,-0.0335289186923722,12.012857142857142,✅ Stable,-0.40000000000000036,-0.21799999999999997,10.876,✅ مستقر
2024-02-07,sugar,11.4,11.53,-0.011274934952298267,11.764285714285714,✅ Stable,-0.129999999999999,-0.10599999999999987,11.082,✅ مستقر
2024-02-08,sugar,11.55,11.4,0.013157894736842136,11.611428571428572,✅ Stable,0.15000000000000036,-0.027999999999999758,11.466000000000001,✅ مستقر
2024-02-09,sugar,10.9,11.55,-0.05627705627705631,11.464285714285714,✅ Stable,-0.6500000000000004,-0.06999999999999992,10.690000000000001,✅ مستقر
2024-02-10,sugar,10.84,10.9,-0.005504587155963348,11.342857142857143,✅ Stable,-0.0600000000000005,-0.21799999999999997,10.186,✅ مستقر
2024-02-11,sugar,14.12,10.84,0.30258302583025826,11.752857142857142,🚨 Strong Increase,3.2799999999999994,0.518,15.674,⚠️ المتوقع ارتفاع
2024-02-12,sugar,13.15,14.12,-0.06869688385269114,11.927142857142858,📈 Uptrend,-0.9699999999999989,0.35,14.2,⚠️ المتوقع ارتفاع
2024-02-13,sugar,12.78,13.15,-0.028136882129277643,12.105714285714287,📈 Uptrend,-0.370000000000001,0.24599999999999972,13.517999999999999,✅ مستقر
2024-02-14,sugar,12.61,12.78,-0.013302034428794988,12.278571428571428,📈 Uptrend,-0.16999999999999993,0.3419999999999998,13.636,⚠️ المتوقع ارتفاع
2024-02-15,sugar,12.18,12.61,-0.03409992069785882,12.368571428571428,✅ Stable,-0.4299999999999997,0.26799999999999996,12.984,✅ مستقر
2024-02-16,sugar,12.56,12.18,0.03119868637110023,12.605714285714285,✅ Stable,0.3800000000000008,-0.3119999999999997,11.624,✅ مستقر
2024-02-17,sugar,12.57,12.56,0.0007961783439490276,12.852857142857143,✅ Stable,0.009999999999999787,-0.11600000000000002,12.222,✅ مستقر
2024-02-18,sugar,12.54,12.57,-0.0023866348448688254,12.627142857142857,✅ Stable,-0.030000000000001137,-0.04800000000000004,12.395999999999999,✅ مستقر
2024-02-19,sugar,12.7,12.54,0.012759170653907508,12.562857142857142,📈 Uptrend,0.16000000000000014,0.01799999999999997,12.754,✅ مستقر
2024-02-20,sugar,12.86,12.7,0.012598425196850406,12.574285714285713,📈 Uptrend,0.16000000000000014,0.13599999999999995,13.267999999999999,✅ مستقر
2024-02-21,sugar,12.26,12.86,-0.046656298600311015,12.524285714285712,✅ Stable,-0.5999999999999996,-0.060000000000000143,12.08,✅ مستقر
2024-02-22,sugar,12.01,12.26,-0.020391517128874388,12.5,✅ Stable,-0.25,-0.1120000000000001,11.674,✅ مستقر
2024-02-23,sugar,12.26,12.01,0.020815986677768527,12.457142857142857,✅ Stable,0.25,-0.05599999999999987,12.092,✅ مستقر
2024-02-24,sugar,8.87,12.26,-0.27650897226753673,11.928571428571427,✅ Stable,-3.3900000000000006,-0.766,6.571999999999999,📉 المتوقع انخفاض
2024-02-25,sugar,8.57,8.87,-0.03382187147688827,11.361428571428572,✅ Stable,-0.29999999999999893,-0.8579999999999999,5.996,📉 المتوقع انخفاض
2024-02-26,sugar,9.31,8.57,0.08634772462077014,10.877142857142857,⚠️ Increase,0.7400000000000002,-0.5899999999999999,7.540000000000001,📉 المتوقع انخفاض
2024-02-27,sugar,9.57,9.31,0.027926960257787303,10.407142857142857,✅ Stable,0.2599999999999998,-0.4879999999999999,8.106000000000002,📉 المتوقع انخفاض
2024-02-28,sugar,10.05,9.57,0.050156739811912265,10.09142857142857,⚠️ Increase,0.4800000000000004,-0.44199999999999984,8.724,📉 المتوقع انخفاض
2024-02-29,sugar,10.42,10.05,0.03681592039800987,9.864285714285714,📈 Uptrend,0.3699999999999992,0.31000000000000016,11.35,⚠️ المتوقع ارتفاع
2024-03-01,sugar,10.81,10.42,0.03742802303262961,9.657142857142857,📈 Uptrend,0.39000000000000057,0.44800000000000006,12.154,⚠️ المتوقع ارتفاع
2024-03-02,sugar,10.61,10.81,-0.018501387604070402,9.905714285714286,📈 Uptrend,-0.20000000000000107,0.2599999999999998,11.389999999999999,⚠️ المتوقع ارتفاع
2024-03-03,sugar,9.84,10.61,-0.07257304429783219,10.087142857142856,✅ Stable,-0.7699999999999996,0.053999999999999916,10.001999999999999,✅ مستقر
2024-03-04,sugar,9.48,9.84,-0.03658536585365848,10.111428571428572,✅ Stable,-0.35999999999999943,-0.11400000000000006,9.138,✅ مستقر
2024-03-05,sugar,9.33,9.48,-0.015822784810126618,10.077142857142858,✅ Stable,-0.15000000000000036,-0.21799999999999997,8.676,✅ مستقر
2024-03-06,sugar,10.16,9.33,0.08896034297963559,10.092857142857143,⚠️ Increase,0.8300000000000001,-0.13000000000000006,9.77,✅ مستقر
2024-03-07,sugar,10.19,10.16,0.002952755905511748,10.06,📈 Uptrend,0.02999999999999936,-0.08399999999999999,9.937999999999999,✅ مستقر
2024-03-08,sugar,10.05,10.19,-0.013738959764474857,9.95142857142857,📈 Uptrend,-0.1399999999999988,0.04200000000000017,10.176000000000002,✅ مستقر
2024-03-09,sugar,10.3,10.05,0.02487562189054726,9.907142857142857,📈 Uptrend,0.25,0.16400000000000006,10.792000000000002,✅ مستقر
2024-03-10,sugar,9.78,10.3,-0.05048543689320401,9.89857142857143,✅ Stable,-0.5200000000000014,0.08999999999999986,10.049999999999999,✅ مستقر
2024-03-11,sugar,9.69,9.78,-0.009202453987730048,9.928571428571429,✅ Stable,-0.08999999999999986,-0.09400000000000013,9.408,✅ مستقر
2024-03-12,sugar,9.63,9.69,-0.006191950464396153,9.971428571428572,✅ Stable,-0.05999999999999872,-0.11199999999999974,9.294000000000002,✅ مستقر
2024-03-13,sugar,9.02,9.63,-0.06334371754932515,9.808571428571428,✅ Stable,-0.6100000000000012,-0.20600000000000024,8.402,✅ مستقر
2024-03-14,sugar,8.79,9.02,-0.025498891352549936,9.608571428571429,✅ Stable,-0.23000000000000043,-0.3020000000000003,7.883999999999999,📉 المتوقع انخفاض
2024-03-15,sugar,8.83,8.79,0.004550625711035373,9.434285714285712,✅ Stable,0.040000000000000924,-0.18999999999999986,8.26,✅ مستقر
2024-03-16,sugar,9.14,8.83,0.03510758776896948,9.268571428571429,✅ Stable,0.3100000000000005,-0.10999999999999979,8.81,✅ مستقر
2024-03-17,sugar,9.42,9.14,0.03063457330415748,9.217142857142857,📈 Uptrend,0.27999999999999936,-0.04200000000000017,9.293999999999999,✅ مستقر
2024-03-18,sugar,9.36,9.42,-0.00636942675159241,9.17,📈 Uptrend,-0.0600000000000005,0.06799999999999998,9.564,✅ مستقر
2024-03-19,sugar,9.54,9.36,0.0192307692307692,9.157142857142857,📈 Uptrend,0.17999999999999972,0.15,9.989999999999998,✅ مستقر
2024-03-20,sugar,8.69,9.54,-0.08909853249475888,9.11,✅ Stable,-0.8499999999999996,-0.028000000000000115,8.606,✅ مستقر
2024-03-21,sugar,8.78,8.69,0.010356731875719201,9.108571428571429,✅ Stable,0.08999999999999986,-0.07200000000000024,8.563999999999998,✅ مستقر
2024-03-22,sugar,8.32,8.78,-0.052391799544419033,9.035714285714286,✅ Stable,-0.4599999999999991,-0.21999999999999992,7.66,✅ مستقر
2024-03-23,sugar,8.15,8.32,-0.020432692307692298,8.894285714285713,✅ Stable,-0.16999999999999993,-0.24199999999999983,7.424000000000001,✅ مستقر
2024-03-24,sugar,7.34,8.15,-0.09938650306748471,8.597142857142856,✅ Stable,-0.8100000000000005,-0.43999999999999984,6.0200000000000005,📉 المتوقع انخفاض
2024-03-25,sugar,7.47,7.34,0.017711171662125328,8.327142857142857,✅ Stable,0.1299999999999999,-0.24399999999999994,6.7379999999999995,✅ مستقر
2024-03-26,sugar,7.05,7.47,-0.056224899598393566,7.971428571428571,✅ Stable,-0.41999999999999993,-0.3459999999999999,6.0120000000000005,📉 المتوقع انخفاض
2024-03-27,sugar,6.08,7.05,-0.13758865248226948,7.598571428571428,✅ Stable,-0.9699999999999998,-0.44800000000000006,4.736,📉 المتوقع انخفاض
2024-03-28,sugar,5.73,6.08,-0.057565789473684154,7.162857142857143,✅ Stable,-0.34999999999999964,-0.484,4.2780000000000005,📉 المتوقع انخفاض
2024-03-29,sugar,5.61,5.73,-0.02094240837696337,6.775714285714286,✅ Stable,-0.1200000000000001,-0.3459999999999999,4.572000000000001,📉 المتوقع انخفاض
2024-03-30,sugar,5.07,5.61,-0.0962566844919786,6.335714285714286,✅ Stable,-0.54,-0.47999999999999987,3.630000000000001,📉 المتوقع انخفاض
2024-03-31,sugar,5.53,5.07,0.09072978303747534,6.077142857142858,⚠️ Increase,0.45999999999999996,-0.30399999999999994,4.618,📉 المتوقع انخفاض
2024-04-01,sugar,6.63,5.53,0.19891500904159123,5.957142857142856,🚨 Strong Increase,1.0999999999999996,0.10999999999999996,6.96,✅ مستقر
2024-04-02,sugar,6.55,6.63,-0.012066365007541489,5.885714285714286,📈 Uptrend,-0.08000000000000007,0.16399999999999987,7.042,⚠️ المتوقع ارتفاع
2024-04-03,sugar,6.75,6.55,0.030534351145038195,5.981428571428572,📈 Uptrend,0.20000000000000018,0.22799999999999992,7.433999999999999,⚠️ المتوقع ارتفاع
2024-04-04,sugar,6.8,6.75,0.007407407407407381,6.134285714285714,📈 Uptrend,0.04999999999999982,0.3459999999999999,7.837999999999999,🚨 High Risk Increase
2024-04-05,sugar,5.62,6.8,-0.17352941176470585,6.135714285714286,✅ Stable,-1.1799999999999997,0.01799999999999997,5.674,✅ مستقر
2024-04-06,sugar,5.61,5.62,-0.0017793594306049442,6.2128571428571435,✅ Stable,-0.009999999999999787,-0.2039999999999999,4.998000000000001,📉 المتوقع انخفاض
2024-04-07,sugar,5.29,5.61,-0.05704099821746885,6.178571428571429,✅ Stable,-0.3200000000000003,-0.25199999999999995,4.534000000000001,📉 المتوقع انخفاض
2024-04-08,sugar,5.21,5.29,-0.01512287334593574,5.975714285714287,✅ Stable,-0.08000000000000007,-0.308,4.286,📉 المتوقع انخفاض
2024-04-09,sugar,5.31,5.21,0.019193857965450988,5.798571428571428,✅ Stable,0.09999999999999964,-0.29800000000000004,4.4159999999999995,📉 المتوقع انخفاض
2024-04-10,sugar,5.72,5.31,0.07721280602636538,5.65142857142857,⚠️ Increase,0.41000000000000014,0.019999999999999928,5.779999999999999,✅ مستقر
2024-04-11,sugar,5.3,5.72,-0.07342657342657341,5.437142857142858,✅ Stable,-0.41999999999999993,-0.0620000000000001,5.114,✅ مستقر
2024-04-12,sugar,5.32,5.3,0.0037735849056604646,5.394285714285714,✅ Stable,0.020000000000000462,0.0060000000000000496,5.338,✅ مستقر
2024-04-13,sugar,5.32,5.32,0.0,5.352857142857142,✅ Stable,0.0,0.022000000000000065,5.386,✅ مستقر
2024-04-14,sugar,4.16,5.32,-0.2180451127819549,5.191428571428571,✅ Stable,-1.1600000000000001,-0.2299999999999999,3.4700000000000006,📉 المتوقع انخفاض
2024-04-15,sugar,3.35,4.16,-0.19471153846153846,4.925714285714286,✅ Stable,-0.81,-0.4739999999999999,1.9280000000000004,📉 المتوقع انخفاض
2024-04-16,sugar,3.81,3.35,0.13731343283582087,4.711428571428571,🚨 Strong Increase,0.45999999999999996,-0.29799999999999993,2.9160000000000004,📉 المتوقع انخفاض
2024-04-17,sugar,4.08,3.81,0.07086614173228346,4.477142857142857,⚠️ Increase,0.27,-0.24800000000000005,3.336,📉 المتوقع انخفاض
2024-04-18,sugar,4.24,4.08,0.03921568627450984,4.325714285714286,✅ Stable,0.16000000000000014,-0.21600000000000003,3.592,📉 المتوقع انخفاض
2024-04-19,sugar,3.85,4.24,-0.09198113207547172,4.115714285714286,✅ Stable,-0.3900000000000001,-0.06200000000000001,3.664,✅ مستقر
2024-04-20,sugar,3.52,3.85,-0.08571428571428573,3.858571428571429,✅ Stable,-0.33000000000000007,0.03399999999999999,3.622,✅ مستقر
2024-04-21,sugar,4.05,3.52,0.15056818181818177,3.842857142857143,🚨 Strong Increase,0.5299999999999998,0.04799999999999995,4.194,✅ مستقر
2024-04-22,sugar,4.47,4.05,0.10370370370370369,4.002857142857143,🚨 Strong Increase,0.41999999999999993,0.07799999999999993,4.704,✅ مستقر
2024-04-23,sugar,4.82,4.47,0.0782997762863536,4.147142857142858,⚠️ Increase,0.35000000000000053,0.11600000000000002,5.168,⚠️ المتوقع ارتفاع
2024-04-24,sugar,4.56,4.82,-0.05394190871369308,4.215714285714285,📈 Uptrend,-0.2600000000000007,0.1419999999999999,4.985999999999999,⚠️ المتوقع ارتفاع
2024-04-25,sugar,4.23,4.56,-0.0723684210526314,4.214285714285714,📈 Uptrend,-0.3299999999999992,0.14200000000000007,4.656000000000001,⚠️ المتوقع ارتفاع
2024-04-26,sugar,4.44,4.23,0.049645390070921974,4.298571428571429,📈 Uptrend,0.20999999999999996,0.07800000000000011,4.674,✅ مستقر
2024-04-27,sugar,4.43,4.44,-0.002252252252252404,4.428571428571429,📈 Uptrend,-0.010000000000000675,-0.008000000000000007,4.406,✅ مستقر
2024-04-28,sugar,4.1,4.43,-0.07449209932279911,4.435714285714286,✅ Stable,-0.33000000000000007,-0.14400000000000013,3.6679999999999993,📉 المتوقع انخفاض
2024-04-29,sugar,4.85,4.1,0.1829268292682927,4.49,🚨 Strong Increase,0.75,0.05800000000000001,5.024,✅ مستقر
2024-01-01,tomato,10.1,,,,🔄 No Data,,,10.1,✅ مستقر
2024-01-02,tomato,13.3,10.1,0.31683168316831695,,🚨 Strong Increase,3.200000000000001,,13.3,✅ مستقر
